LINK,label,OFFICE,SOLNBR,CLASSCOD,DESC,ARCHDATE,CONTACT,AGENCY,RESPDATE,LOCATION,URL,SETASIDE,POPCOUNTRY,POPZIP,ZIP,DATE,iname,YEAR,SUBJECT,EMAIL,OFFADD,NAICS
null,SRCSGT,VA Strategic Acquisition Center (Frederick),VA119A17N0411,R,Melissa.Maloy@va.gov,01302018,Melissa.Maloy@va.govMelissa.Maloy@va.gov,Department of Veterans Affairs,120117,VA Strategic Acquisition Center (Frederick),https://www.fbo.gov/spg/VA/AFMLOVASS/VASSMD/VA119A17N0411/listing.html,,,,21703,0825,b56e656b-8a8f-11e7-89d1-1cc1de329608,17,R--Artificial Intelligence (AI) for OEI    ,Melissa.Maloy@va.gov,"Strategic Acquisition Center - Frederick;Department of Veterans Affairs;321 Ballenger Center Drive, Suite 125;Frederick MD  21703",541611
null,SRCSGT,National Oceanic and Atmospheric Administration (NOAA),PIFSC-17-SS06,R,Link To Document,,"STEPHANIE M. GARNETT, Phone (808) 725-5356, Fax (808) 725-5474, Email STEPHANIE.M.GARNETT@NOAA.GOV",Department of Commerce,083117,National Marine Fisheries Service,https://www.fbo.gov/spg/DOC/NOAA/NMFSJJ/PIFSC-17-SS06/listing.html,N/A,US,,20910,0825,b56e6547-8a8f-11e7-89d1-1cc1de329608,17,"Small Scale Fisheries (SSF) technology testing for in Baja California, Mexico",,SSMC 3r1315 East West Highway Silver Spring MD 20910,541990
null,SRCSGT,Army Contracting Command,W9098S-17-T-MITS,28,Link To Document,,"Samantha M. Keegan, Contract Specialist, Phone 309-782-2192, Email samantha.m.keegan.civ@mail.mil",Department of the Army,083117,ACC - RI (W9098S) (JMTC-RIA),https://www.fbo.gov/notices/4ca8881f89e09ce6e121cd22954465be,N/A,US,61299,61299-5000,0825,b56e64fc-8a8f-11e7-89d1-1cc1de329608,17,Mitsubishi Servo Motor,,BLDG 211 RODMAN AVENUE Rock Island IL 61299-5000,423610
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SBSS-2017-769,R,Link To Document,,"Zenab Chowdhry , Phone 301 827 6909, Email zenab.chowdhry@nih.gov",Department of Health and Human Services,083017,"National Institute on Drug Abuse, Station Support/Simplified Acquisitions",https://www.fbo.gov/spg/HHS/NIH/NIDA-2/HHS-NIH-NIDA-SSSA-SBSS-2017-769/listing.html,,,,20892,0825,b56e6542-8a8f-11e7-89d1-1cc1de329608,17,Scientific Support Services for Conversion of Fibroblasts to Induced Pluripotent Stem Cells,,6001 Executive BoulevardrRoom 3165 Bethesda MD 20892,541990
null,SRCSGT,VA Great Lakes Healthcare System,VA69D17N1617,65,omar.cante@va.gov,11272017,Omar Alejandro Canteomar.cante@va.govomar.cante@va.gov,Department of Veterans Affairs,082917,Department of Veterans Affairs Great Lakes Healthcare System,https://www.fbo.gov/spg/VA/VAGLHS/VAGLHCS/VA69D17N1617/listing.html,N/A,,,53214-1476,0825,b56e6563-8a8f-11e7-89d1-1cc1de329608,17,65--695-17-3-339-0012 Synthes Instruments - Sources Sought    ,omar.cante@va.gov,"Department of Veterans Affairs;Great Lakes Acquisition Center (GLAC);115 S 84th Street, Suite 101; WI  53214-1476",339112
null,SRCSGT,Public Buildings Service (PBS),PEMISCOT_MO2017,X,Link To Document,,"Damon Moody, Transaction Manager, Phone 813-605-5906, Email dnmoody@amerivetres.com - Robert Moody, President, Phone 8136055903, Email rlmoody@amerivetres.com",General Services Administration,083117,PBS Center for Broker Services (47PA05),https://www.fbo.gov/notices/d7d91107a08cbf78511025fb97c44b25,N/A,US,,N/A,0825,b56e6556-8a8f-11e7-89d1-1cc1de329608,17,"United States Department of Agriculture (USDA) seeks to lease the following space in Caruthersville (Pemiscot County), MO:",,null,531120
null,SRCSGT,VA Black Hills Health Care System,VA26317N1089,H,Stephen.Holly@va.gov,10052017,Stephen HollyStephen.Holly@va.gov,Department of Veterans Affairs,090517,Department of Veterans Affairs Black Hills Health Care System,https://www.fbo.gov/spg/VA/VABHHCS568/VABHHCS568/VA26317N1089/listing.html,N/A,USA,57741,57741,0825,b56e655f-8a8f-11e7-89d1-1cc1de329608,17,"H--VA263-17-N-1089 - ENVIRONMENTAL AIR, SURFACE AND EMPLOYEE SAMPLE TESTING, USP 797 STANDARDS VA Black Hills Health Care Syste , SD  ",stephen.holly@va.gov,Department of Veterans Affairs;Network 23 Contracting Office (NCO 23);113 Comanche Rd.;Fort Meade SD  57741,621511
null,SRCSGT,Air Force Materiel Command,FD2030-18-00500,16,Link To Document,08252018,"Christopher Cook, Phone 4057394478, Email christopher.cook.62@us.af.mil",Department of the Air Force,090117,PK/PZ Tinker AFB,https://www.fbo.gov/spg/USAF/AFMC/OCALCCC/FD2030-18-00500/listing.html,,,,73145-3015,0825,b56e64f2-8a8f-11e7-89d1-1cc1de329608,17,Sources Sought (Market Research),,"3001 Staff Drive, Ste 1AG76A Tinker AFB OK 73145-3015",336412
null,SRCSGT,DLA Acquisition Locations,SPE4A617R0875,61,Link To Document,,"Cheryl C. Carter, Aquisition Speciaist, Phone 8042791228, Email cheryl.carter@dla.mil - Tracey Holt, Acquisition Specialist, Phone 8042796616, Email Tracey.Holt@dla.mil",Defense Logistics Agency,090117,DLA Aviation - BSM,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617R0875/listing.html,,,,23297-5000,0825,b56e6514-8a8f-11e7-89d1-1cc1de329608,17,"Cable Assembly, Power, Electrical",,8000 Jefferson Davis Highway Richmond VA 23297-5000,335311
null,SRCSGT,Army Contracting Command,W52P1J-17-S-1122,13,Link To Document,,"Katie M Young, Contract Specialist, Phone 3097826018, Email katie.m.young9.civ@mail.mil - Donna S. Ponce, Contracting Officer, Phone 3097824535, Email donna.s.ponce.civ@mail.mil",Department of the Army,090917,ACC - RI (W52P1J),https://www.fbo.gov/notices/43010010406af7e343a81e8bb7298d87,,,,61299-8000,0825,b56e64f8-8a8f-11e7-89d1-1cc1de329608,17,"M1122A1 Load, Assemble, Pack (LAP)",,3055 Rodman Avenue Rock Island IL 61299-8000,332993
null,SRCSGT,Air Force Materiel Command,FA8601-17-T-0244,66,Link To Document,,"Kyle Hartlage, Phone 9375224527, Email kyle.hartlage@us.af.mil",Department of the Air Force,090117,"AFLCMC/PK - WPAFB (includes  PZ, WL, WW, WI, WN, WK, LP, WF, WK)",https://www.fbo.gov/spg/USAF/AFMC/ASC/FA8601-17-T-0244/listing.html,N/A,US,45433,45433-7218,0825,b56e64ea-8a8f-11e7-89d1-1cc1de329608,17,RESONANT RING WAVEGUIDE COMPONENTS ,,2275 D Street Wright-Patterson AFB OH 45433-7218,334516
null,SRCSGT,Pacific Air Forces,F1C0SS7226A001,17,Link To Document,,"Cymoril B. ONeill, Phone 6713661718, Email cymoril.oneill@us.af.mil - Niki Brown, Contracting Officer, Phone 6713661718, Email niki.brown@us.af.mil",Department of the Air Force,090517,36 CONS - Andersen,https://www.fbo.gov/spg/USAF/PAF/36CONS/F1C0SS7226A001/listing.html,N/A,US,96929,96543-4040,0825,b56e6554-8a8f-11e7-89d1-1cc1de329608,17,Wing Jack Trailer,,Unit 14040 Andersen AFB GU 96543-4040,336212
null,SRCSGT,Drug Enforcement Administration,DJD-17-Q-0162,66,Link To Document,09302017,"James A. Helm, Contract Specialist, Phone 2023074054, Email james.helm@usdoj.gov",Department of Justice,092517,Office of Acquisition Management,https://www.fbo.gov/spg/DOJ/DEA/OAM/DJD-17-Q-0162/listing.html,N/A,US,,20537,0825,b56e6525-8a8f-11e7-89d1-1cc1de329608,17,Ultra high performance/pressure spectrometer system,,None Washington DC 20537,334516
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-624,66,Link To Document,,"Danielle R. Brown, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-624/listing.html,N/A,US,21224,20892-9559,0825,b56e653a-8a8f-11e7-89d1-1cc1de329608,17,Procurement of Multimode Plate Reader,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",334516
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-2017-742,66,Link To Document,,"Jermaine Duncan, Phone 3018277515, Email jermaine.duncan@nih.gov",Department of Health and Human Services,090717,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-2017-742/listing.html,,,,20892-9559,0825,b56e653f-8a8f-11e7-89d1-1cc1de329608,17,Airyscan Upgrade for LSM 710,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",334516
null,SRCSGT,National Guard Bureau,W912JA-17-T-0095,23,Link To Document,,"Wesley Alan Ward, Phone 3345234056, Email wesley.a.ward8.mil@mail.mil",Department of the Army,083117,USPFO for Alabama,https://www.fbo.gov/spg/USA/NGB/DAHA01/W912JA-17-T-0095/listing.html,Total Small Business,US,36205,36109-0715,0825,b56e6534-8a8f-11e7-89d1-1cc1de329608,17,UTILITY TRANSPORT VEHICLE,,PO Box 3715 Montgomery AL 36109-0715,336112
null,SRCSGT,National Oceanic and Atmospheric Administration (NOAA),PIFSC-17-SS07,R,Link To Document,,"STEPHANIE M. GARNETT, Phone (808) 725-5356, Fax (808) 725-5474, Email STEPHANIE.M.GARNETT@NOAA.GOV",Department of Commerce,083117,National Marine Fisheries Service,https://www.fbo.gov/spg/DOC/NOAA/NMFSJJ/PIFSC-17-SS07/listing.html,,,,20910,0825,b56e6548-8a8f-11e7-89d1-1cc1de329608,17,Leatherback Sea Turtle Bycatch Assessment in East Pacific Ocean,,SSMC 3r1315 East West Highway Silver Spring MD 20910,541990
null,SRCSGT,DLA Acquisition Locations,SPE4A6-17-X-1287,63,Link To Document,,"Benjamin B. Demeter, Phone 8042793684, Email benjamin.demeter@dla.mil",Defense Logistics Agency,083017,DLA Aviation,https://www.fbo.gov/spg/DLA/J3/DSCR/SPE4A6-17-X-1287/listing.html,N/A,US,23297,23297-5000,0825,b56e650c-8a8f-11e7-89d1-1cc1de329608,17,"NSN 6340-01-472-0327; Detector, Ice",,8000 Jefferson Davis Highway Richmond VA 23297-5000,336413
null,SRCSGT,Procurement Directorate,ROM_Somalia,D,Link To Document,,"Erica Potthast, Phone +49711686392887, Email erica.g.potthast.civ@mail.mil",Defense Information Systems Agency,091317,DITCO-Europe,https://www.fbo.gov/spg/DISA/D4AD/DTE/ROM_Somalia/listing.html,N/A,SO,,N/A,0825,b56e6555-8a8f-11e7-89d1-1cc1de329608,17,ROM Samalia,,null,517110
null,SRCSGT,Army Contracting Command,W911QX-17-T-0306,R,Link To Document,,"Coleman Dieger, Phone 5756785450, Email d.c.dieger.civ@mail.mil",Department of the Army,090117,ACC - APG (W911QX) Adelphi ,https://www.fbo.gov/notices/2918bb6167973fcd778be52a697aa335,N/A,US,21005,20783-1197,0825,b56e64f6-8a8f-11e7-89d1-1cc1de329608,17,"Purchase of design and field survey services required for renovations of 2,000 square feet of HRED facilities.",,2800 POWDER MILL RD ADELPHI  MD 20783-1197,541410
null,SRCSGT,DLA Acquisition Locations,SPE4A5-17-R-1374,16,Link To Document,09292017,"Christy L. Oakley, Acquisition Specialist, Phone 8042795388, Email christy.oakley@dla.mil - Manuel N. Alvarez, Contracting Officer/Procurement Team Lead, Phone (804) 279-5856, Fax (804) 279-4722, Email Manuel.Alvarez@dla.mil",Defense Logistics Agency,083017,DLA Aviation - BSM,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A5-17-R-1374/listing.html,N/A,US,23297-5100,23297-5000,0825,b56e6515-8a8f-11e7-89d1-1cc1de329608,17,"Window Panel, Aircraft, PN 209-034-308-109A, NSN 1560-01-621-1840, PR 64078233",,8000 Jefferson Davis Highway Richmond VA 23297-5000,336413
null,SRCSGT,DLA Acquisition Locations,CL17236004_MARKET_RESEARCH_PROJECT,25,Link To Document,,"maureen n haag, Phone 6146928218, Email maureen.haag@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/CL17236004_MARKET_RESEARCH_PROJECT/listing.html,,,,43218-3990,0825,b56e651f-8a8f-11e7-89d1-1cc1de329608,17,CL17236004 MARKET RESEARCH PROJECT ,,P O Box 3990 Columbus OH 43218-3990,336340
null,SRCSGT,Federal Acquisition Service (FAS),ID09170083,99,Link To Document,,"John W. Rhoden, Contracting Officer, Phone 8085411774, Fax n/a, Email john.rhoden@gsa.gov",General Services Administration,090117,Contracting Division (9QZ),https://www.fbo.gov/notices/48275b3dc1aaa5d64702273c6bfd330f,N/A,US,,94102-3404,0825,b56e6526-8a8f-11e7-89d1-1cc1de329608,17,"United States Africa Command (AFRICOM) Intelligence, Surveillance and Reconnaissance (ISR) Operations",,50 United Nations Plaza r2nd Floor San Francisco CA 94102-3404,532411
null,SRCSGT,Virginia Contracting Activity,VC_Wizard_Upgrade-NA,D,Link To Document,09012017,"Scott Stoolmiller, Phone 202-231-8416, Fax 202-231-6179, Email scott.stoolmiller@dodiis.mil",Other Defense Agencies,083017,Virginia Contracting Activity (ZD50),https://www.fbo.gov/spg/ODA/DIA/ZD50/VC_Wizard_Upgrade-NA/listing.html,N/A,US,20340,20035-6563,0825,b56e656e-8a8f-11e7-89d1-1cc1de329608,17,VC Wizard Upgrade,,200 MacDill BoulevardPost Office Box 46563 Washington DC 20035-6563,511210
null,SRCSGT,"Army Contracting Command, MICC",W911SF-17-R-HIST,R,Link To Document,,"Willie D. Richardson, Phone 7065454943, Email willie.d.richardson2.civ@mail.mil",Department of the Army,082917,MICC - Fort Benning,https://www.fbo.gov/notices/75c79c35d3e021a3a4486ea4f2529272,Total Small Business,US,31905,31905-5000,0825,b56e6504-8a8f-11e7-89d1-1cc1de329608,17,Historic Architectural Preservation Services,,"Bldg 6, Meloy Hall, Room 207 Fort Benning GA 31905-5000",541620
null,SRCSGT,DLA Acquisition Locations,SPE4A617R0870,61,Link To Document,,"Adrienne M. Robinson, Acquisition Specialist, Phone 8042796279, Email adrienne.robinson@dla.mil - Teresa M. Swain, Supervisor, Phone 8042793901, Email teresa.swain@dla.mil",Defense Logistics Agency,083117,DLA Aviation - BSM,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617R0870/listing.html,,,,23297-5000,0825,b56e650f-8a8f-11e7-89d1-1cc1de329608,17,"WIRING HARNESS, BRANCED",,8000 Jefferson Davis Highway Richmond VA 23297-5000,334419
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-2017-763 ,66,Link To Document,,"Michelle C. Morelli, Contract Specialist, Phone 3018270914, Email michelle.morelli@nih.gov",Department of Health and Human Services,083017,"National Institute on Drug Abuse, Station Support/Simplified Acquisitions",https://www.fbo.gov/spg/HHS/NIH/NIDA-2/HHS-NIH-NIDA-SSSA-SS-2017-763 /listing.html,,,,20892,0825,b56e6541-8a8f-11e7-89d1-1cc1de329608,17,Fluorescent Imaging System for the Neurocognitive Aging Section,,6001 Executive BoulevardrRoom 3165 Bethesda MD 20892,334516
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-17-767,66,Link To Document,,"Stephanie D. Dewitt, Contract Specialist , Phone 3014432848, Email stephanie.dewitt@nih.gov - Rosanne S. W. Ogoh, Contracting Officer, Phone 301-443-4433, Email ogohr@mail.nih.gov",Department of Health and Human Services,083017,National Institute on Mental Health,https://www.fbo.gov/spg/HHS/NIH/NIMH/HHS-NIH-NIDA-SSSA-17-767/listing.html,N/A,US,21224,20892-9661,0825,b56e6544-8a8f-11e7-89d1-1cc1de329608,17,Siemens Dimension EXL LM 20050/60HZ Instrument,,"Contracts Management Branch6001 Executive Blvd, Rm 8154, MSC 9661 Bethesda MD 20892-9661",334516
null,SRCSGT,Long Beach VANLO,VA26217N1758,65,latricia.williams2@va.gov,09292017,LATRICIA WILLIAMSlatricia.williams2@va.govlatricia.williams2@va.gov,Department of Veterans Affairs,083017,Department of Veterans Affairs,https://www.fbo.gov/spg/VA/LBVANBC/VAMD/VA26217N1758/listing.html,N/A,USA,90073,90815,0825,b56e652d-8a8f-11e7-89d1-1cc1de329608,17,65--Hospital Cleaning Supplies    ,latricia.williams2@va.gov,Department of Veterans Affairs;Network Contracting Office 22;4811 Airport Plaza Drive;Suite 600;Long Beach CA  90815,325998
null,SRCSGT,DLA Acquisition Locations,SPE7MC17R0081,48,Link To Document,,"Richard D. Shemenski, Acquisition Specialist, Phone 6146921690, Email Richard.Shemenski@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPE7MC17R0081/listing.html,,,,43218-3990,0825,b56e651a-8a8f-11e7-89d1-1cc1de329608,17,"48 - Valve, Check - SPE7MC17R0081",,P O Box 3990 Columbus OH 43218-3990,332911
null,SRCSGT,Army Contracting Command,W56HZV16R0251B,66,Link To Document,,"Terrie D. Legette, Contract Specialist, Phone 586-282-6278, Email terrie.d.legette.civ@mail.mil",Department of the Army,082917,ACC - WRN (W56HZV)(DTA),https://www.fbo.gov/notices/5f95c759164d06185fb374eb5eac8aac,N/A,US,49397-5000,48397-5000,0825,b56e6500-8a8f-11e7-89d1-1cc1de329608,17,Sondenbaugruppe Air Sampling Probe Repair,,6501 EAST 11 MILE ROAD Warren MI 48397-5000,334511
null,SRCSGT,Direct Reporting Unit - Air Force District of Washington,FM442572280136,65,Link To Document,,"Mckenze J. Childress, Phone 2406125679, Email mckenze.j.childress.mil@mail.mil - James Himelrick, Contract Specialist, Phone 2406125671, Email james.a.himelrick.civ@mail.mil",Department of the Air Force,090117,11th Contracting Squadron,https://www.fbo.gov/spg/USAF/AFDW/89CONS/FM442572280136/listing.html,Total Small Business,US,20762,20762-6500,0825,b56e650b-8a8f-11e7-89d1-1cc1de329608,17,Primus - RS,,1349 Lutman Drive Joint Base Andrews  MD 20762-6500,334510
null,SRCSGT,VA Capitol Network Acquisition Center,VA24517N0289,A,carla.maria@va.gov,12082017,"Carla G. MariaContracting Officer, VAMC-DCcarla.maria@va.gov",Department of Veterans Affairs,083117,Department of Veterans Affairs Capitol Network Acquisition Center,https://www.fbo.gov/spg/VA/VACNAC/VACNAC/VA24517N0289/listing.html,Service-Disabled Veteran-Owned Small Business,USA,20422,20422,0825,b56e6560-8a8f-11e7-89d1-1cc1de329608,17,"A--MODEL CREATION STRATEGIES ( R  D) Mouse Model Genetic Development Service Location: Veteran Affairs Medical Center, Washington DC  ",carla.maria@va.gov,Department of Veterans Affairs;VAMC(688);50 Irving Street NW;Washington DC  20422,541711
null,SRCSGT,Army Contracting Command,W9098S-17-T-0170,49,Link To Document,,"Samantha M. Keegan, Phone 309-782-2192, Email samantha.m.keegan.civ@mail.mil",Department of the Army,090117,ACC - RI (W9098S) (JMTC-RIA),https://www.fbo.gov/notices/da3b5ff7a2e40d1d4b2ed40ecc8d13db,N/A,US,61299,61299-5000,0825,b56e64fe-8a8f-11e7-89d1-1cc1de329608,17,Metal Working Machine Shop Set (MWMSS) Parts,,BLDG 211 RODMAN AVENUE Rock Island IL 61299-5000,333999
null,SRCSGT,Air Force Materiel Command,RM17-Repair_of_Fire_Truck_Components,25,Link To Document,,"Randy W. Miller, Source Development Specialist, Phone 4789265871, Email randy.miller.22@us.af.mil",Department of the Air Force,092519,PK/PZ - Robins AFB,https://www.fbo.gov/spg/USAF/AFMC/WRALC/RM17-Repair_of_Fire_Truck_Components/listing.html,N/A,US,31098,31098-1611,0825,b56e64ed-8a8f-11e7-89d1-1cc1de329608,17,Repair of Fire Truck Components,,215 Page Rd Robins AFB GA 31098-1611,335313
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-765,66,Link To Document,,"Jon J. Gottschalk, Contract Specialist, Phone 3014439456, Email jon.gottschalk@nih.gov - Yvette Brown, Contracting Officer, Phone 3014438402, Email Yvette.Brown@nih.gov",Department of Health and Human Services,083017,National Institute on Mental Health,https://www.fbo.gov/spg/HHS/NIH/NIMH/HHS-NIH-NIDA-SSSA-SS-17-765/listing.html,N/A,US,21224-2816,20892-9661,0825,b56e6543-8a8f-11e7-89d1-1cc1de329608,17,Mitochondrial Function Cell Analyzer,,"Contracts Management Branch6001 Executive Blvd, Rm 8154, MSC 9661 Bethesda MD 20892-9661",334516
null,SRCSGT,DLA Acquisition Locations,SPE7M417R0063,47,Link To Document,,"Lori C. Phillips, Acquisition Specialist, Phone 6146927453, Email Lori.phillips@Dla.MIl",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPE7M417R0063/listing.html,N/A,US,43218,43218-3990,0825,b56e6518-8a8f-11e7-89d1-1cc1de329608,17,"TUBING,NONMETALLIC",,P O Box 3990 Columbus OH 43218-3990,326121
null,SRCSGT,Air Force Global Strike Command,FA462517N0008,G,Link To Document,09302017,"Eric J. Wienke, Phone 660-687-5488, Fax 6606877083, Email 509cons.sollgcb@us.af.mil - Gerardo Martinez, Phone 6606875434, Fax 6606877083, Email 509cons.sollgcb@us.af.mil",Department of the Air Force,083117,509 CONS,https://www.fbo.gov/notices/b3400eb889fc53593ae21785b395091a,N/A,US,65305,65305,0825,b56e64e9-8a8f-11e7-89d1-1cc1de329608,17,Chapel Requirements,,"660 Tenth Street, Ste 222 Whiteman AFB MO 65305",813110
